shift,matches_real,matches_shuffled
1663,185636,184592
1664,184348,185591
1665,185265,185209
1666,185795,185105
1667,185376,184216
1668,184910,185708
1669,185793,185099
1670,185525,185442
1671,184606,184387
1672,184734,185761
1673,184999,185054
1674,184915,184651
1675,184645,184796
1676,185542,184891
1677,185752,185482
1678,185196,184215
1679,185305,185594
1680,185134,185201
1681,184453,184433
1682,185326,185329
1683,184845,184871
1684,185674,185266
1685,185052,184532
1686,185389,185378
1687,185126,185501
1688,185166,185312
1689,184984,184467
1690,185129,184934
1691,184695,185708
1692,184763,185819
1693,185321,184926
1694,185255,184518
1695,185442,185411
1696,185650,185407
1697,185393,184931
1698,185241,185198
1699,184837,185069
1700,186119,185258
1701,185475,185217
1702,184670,184814
1703,185538,185404
1704,185563,185834
1705,185877,185220
1706,185032,184772
1707,185243,185868
1708,184746,184772
1709,184589,184206
1710,185054,185217
1711,185338,184820
1712,185338,184679
1713,185142,184651
1714,184725,186111
1715,185826,185211
1716,184283,185198
1717,184829,185207
1718,186355,185230
1719,185503,185134
1720,185136,185192
1721,185283,185689
1722,185122,184618
1723,184204,184572
1724,185609,184579
1725,184810,184618
1726,185296,185798
1727,185263,184997
1728,184977,185510
1729,185382,184363
1730,185226,185517
1731,184810,185403
1732,185403,185344
1733,184430,184614
1734,184848,185268
1735,184158,186446
1736,185947,185277
1737,185576,185672
1738,185205,185180
1739,184652,185145
1740,185041,184978
1741,185202,184562
1742,185257,185684
1743,185019,185184
1744,185191,185391
1745,184923,184713
1746,185246,185286
1747,185820,184910
1748,185219,185589
1749,185351,185652
1750,185403,185677
1751,184858,185115
1752,184956,185287
1753,185352,185600
1754,185031,186293
1755,184787,184955
1756,185040,184384
1757,185756,184437
1758,185746,184953
1759,184491,185181
1760,184353,185838
1761,185226,184525
1762,184706,185678
1763,184923,184978
1764,184339,184798
1765,184826,184997
1766,185092,185103
1767,185473,185132
1768,185397,185652
1769,184549,185020
1770,184711,185107
1771,185940,185339
1772,185274,185149
1773,184686,185316
1774,184666,184936
1775,185201,184805
1776,184501,184741
1777,184831,185301
1778,184923,184407
1779,185588,184982
1780,185330,185437
1781,184797,185445
1782,184677,184842
1783,184977,185502
1784,185916,184523
1785,185364,185246
1786,185241,184924
1787,184689,185841
1788,185300,185639
1789,184992,184915
1790,185511,185585
1791,184946,185285
1792,184755,185195
1793,184992,184752
1794,185393,185214
1795,184912,184611
1796,185596,184590
1797,185624,184637
1798,185181,185759
1799,185032,184811
1800,185801,185122
1801,184920,185262
1802,185591,185229
1803,184747,184942
1804,185728,185824
1805,185020,184731
1806,185161,184577
1807,185213,185555
1808,185100,185982
1809,184927,185158
1810,185929,185282
1811,185445,184837
1812,184871,184657
1813,185655,184968
1814,185338,185087
1815,185864,184414
1816,184949,185449
1817,185332,184974
1818,185399,185300
1819,184749,185004
1820,185627,184736
1821,185123,185029
1822,185165,185832
1823,185682,184822
1824,185307,185086
1825,185178,185304
1826,184945,185241
1827,185854,185931
1828,184682,185276
1829,185058,185630
1830,185163,185469
1831,185073,185517
1832,186406,184947
1833,185016,186281
1834,185738,185206
1835,185024,184908
1836,185047,184987
1837,185622,185245
1838,185788,184906
1839,185198,185148
1840,185306,184754
1841,185878,185641
1842,184727,184529
1843,185774,185741
1844,184668,184806
1845,185686,185311
1846,185638,184655
1847,185568,184461
1848,185393,185837
1849,184974,185971
1850,184560,184429
1851,185341,185053
1852,184430,185536
1853,184966,185181
1854,185887,184729
1855,185669,185474
1856,184918,184684
1857,185245,185434
1858,185307,185431
1859,185238,185820
1860,185203,184638
1861,185034,185080
1862,184862,184936
1863,185378,184357
1864,184763,184918
1865,184925,185541
1866,185953,185509
1867,184818,185422
1868,185202,184867
1869,185086,185369
1870,185025,185750
1871,185131,185025
1872,184927,185486
1873,185399,185612
1874,184606,185565
1875,184533,185071
1876,185112,185211
1877,184791,185907
1878,185768,185019
1879,184822,185032
1880,184746,185525
1881,185459,185611
1882,184858,185847
1883,185112,184982
1884,185313,184820
1885,185214,185916
1886,184518,185336
1887,184941,185151
1888,185672,185278
1889,185239,185348
1890,185572,185666
1891,184826,184695
1892,185428,185132
1893,185212,185071
1894,185257,186236
1895,185323,184950
1896,185547,185048
1897,185188,185866
1898,185197,185393
1899,185121,184967
1900,185244,185011
1901,185515,185665
1902,185683,185482
1903,185827,185132
1904,185085,185420
1905,185349,184845
1906,185737,185365
1907,185222,185514
1908,184814,185552
1909,184682,185385
1910,185042,185565
1911,185337,185016
1912,185318,185554
1913,185833,184987
1914,186051,184433
1915,184447,184812
1916,185590,185419
1917,185722,184871
1918,185500,185636
1919,185497,185550
1920,184488,185043
1921,185222,185493
1922,185268,184817
1923,184534,185597
1924,184696,185403
1925,184681,185680
1926,185030,185263
1927,184490,184944
1928,186107,185416
1929,185354,185155
1930,185440,185348
1931,185232,185175
1932,185279,185066
1933,185243,184714
1934,184832,185822
1935,185792,185253
1936,185283,184996
1937,184937,185834
1938,185151,185657
1939,185057,185633
1940,184650,185504
1941,185476,184845
1942,184894,185695
1943,185139,185201
1944,185679,185317
1945,185268,185609
1946,185562,185458
1947,184524,185825
1948,185204,185133
1949,184944,184894
1950,185551,185083
1951,185677,185249
1952,185815,185306
1953,185915,185276
1954,185178,185704
1955,185502,184932
1956,184847,185124
1957,184460,186175
1958,184610,185625
1959,185012,185057
1960,184282,185086
1961,184383,184964
1962,184810,186018
1963,184957,185293
1964,185716,185495
1965,185535,184681
1966,184086,184838
1967,184926,185462
1968,185332,184811
1969,184853,185494
1970,185104,185589
1971,185689,185126
1972,184861,185879
1973,185634,185434
1974,185676,185013
1975,184504,184867
1976,184485,185230
1977,184934,185638
1978,185480,184972
1979,185119,184896
1980,184726,184965
1981,185729,185484
1982,184365,185074
1983,185043,185818
1984,185258,185023
1985,185382,184932
1986,185422,185492
1987,184901,185363
1988,185202,185493
1989,184916,185212
1990,185434,184822
1991,185397,184512
1992,185209,185271
1993,185424,184852
1994,185350,184522
1995,184471,184363
1996,185245,185353
1997,184477,185106
1998,185199,184920
1999,185348,185760
2000,185703,184008
2001,185060,185433
2002,185583,184720
2003,185049,185020
2004,185626,184711
2005,184977,185299
2006,185277,185681
2007,185049,184319
2008,184619,185394
2009,184679,185718
2010,185282,186280
2011,185890,185180
2012,184878,185830
2013,185280,185100
2014,185568,186081
2015,184923,184690
2016,185380,185136
2017,185197,184823
2018,185610,185320
2019,185125,184775
2020,185400,184985
2021,184613,185997
2022,185107,185454
2023,185056,185370
2024,185293,186190
2025,185557,185269
2026,184963,185723
2027,184433,185249
2028,185404,185170
2029,185064,185554
2030,185342,185236
2031,184732,185347
2032,185241,185220
2033,185185,185983
2034,185345,185541
2035,185506,185085
2036,185480,185298
2037,185202,185254
2038,185185,185451
2039,185437,184997
2040,185002,184996
2041,184730,185262
2042,185073,184701
2043,185366,185109
2044,184852,184977
2045,184775,184224
2046,185517,185922
2047,184814,184964
