slot,core_id,band,n,m
2976,2464,14,141,32
2977,2465,36,233,10
2978,1763,19,248,30
2979,1782,16,156,32
2980,1443,17,180,31
2981,2466,17,146,30
2982,2467,15,135,31
2983,2468,13,237,33
2984,2469,38,134,9
2985,2470,16,223,30
2986,2471,9,238,38
2987,2472,38,252,10
2988,2473,10,179,36
2989,2474,14,238,33
2990,2475,14,152,35
2991,2476,14,150,33
2992,2477,14,242,33
2993,2478,15,242,32
2994,2479,14,129,32
2995,2480,10,143,36
2996,2160,17,200,32
2997,2481,13,173,33
2998,2482,13,186,34
2999,2027,18,196,30
3000,2483,16,130,31
3001,2484,15,200,34
3002,2485,12,237,34
3003,2257,17,168,32
3004,2486,13,133,33
3005,2487,13,167,33
3006,2432,16,168,33
3007,2214,14,156,34
3008,1444,20,240,30
3009,2488,12,203,34
3010,2489,16,146,31
3011,2475,15,190,32
3012,2341,14,180,34
3013,1812,18,208,32
3014,2490,12,255,34
3015,2136,17,248,32
3016,2491,15,129,31
3017,2492,11,155,35
3018,2493,15,246,32
3019,2494,14,229,32
3020,1511,20,224,31
3021,2495,14,145,32
3022,2496,12,149,34
3023,2497,14,157,32
3024,2391,16,136,33
3025,2498,36,251,10
3026,2499,12,211,34
3027,2369,15,164,33
3028,2500,13,250,34
3029,2252,15,232,34
3030,2501,14,182,33
3031,2502,15,236,33
3032,2503,12,214,35
3033,2504,14,176,36
3034,2505,11,213,35
3035,2506,15,229,31
3036,2507,9,154,38
3037,1914,18,176,32
3038,2508,15,154,32
3039,2509,14,251,32
3040,2510,14,218,33
3041,1843,18,168,31
3042,2511,11,255,35
3043,2512,10,177,36
3044,2513,12,157,34
3045,2514,13,183,33
3046,2515,14,230,33
3047,2516,12,153,34
3048,2517,10,138,37
3049,2518,12,175,34
3050,2519,14,162,33
3051,2520,15,187,31
3052,2521,13,182,34
3053,2522,8,154,39
3054,2523,13,251,33
3055,2524,15,186,32
3056,2525,14,246,33
3057,2526,11,235,35
3058,460,38,150,9
3059,2527,14,161,32
3060,2528,14,225,32
3061,2529,13,223,33
3062,2530,14,221,32
3063,2531,11,219,35
3064,2532,12,137,34
3065,2533,12,213,34
3066,2534,12,139,34
3067,2535,14,210,33
3068,2536,11,202,36
3069,2537,15,177,31
3070,2538,13,202,34
3071,1473,19,160,32
3072,2539,12,199,34
3073,2504,15,220,33
3074,2540,11,191,35
3075,2541,15,159,31
3076,2542,12,150,35
3077,1622,17,144,33
3078,2528,13,180,35
3079,2334,14,165,32
3080,2543,13,206,34
3081,2544,13,242,34
3082,2545,13,235,33
3083,2546,12,233,34
3084,2547,13,241,33
3085,2161,17,208,33
3086,2548,13,161,33
3087,2549,14,131,32
3088,1854,15,204,33
3089,1994,18,240,32
3090,2550,12,229,34
3091,2269,15,132,33
3092,2258,17,160,34
3093,2551,14,239,32
3094,2552,15,228,33
3095,2553,13,190,34
3096,2554,13,201,33
3097,2555,14,233,32
3098,2556,10,241,36
3099,2557,14,231,32
3100,2558,38,149,8
3101,2559,37,141,9
3102,2560,37,233,9
3103,2561,38,142,9
3104,2562,38,237,8
3105,2563,38,174,9
3106,2564,38,131,8
3107,522,38,145,8
3108,67,37,235,9
3109,2565,37,229,9
3110,2566,38,206,9
3111,2567,37,201,9
3112,2568,37,231,9
3113,2569,37,153,9
3114,2570,39,206,8
3115,2571,38,151,8
3116,2572,38,137,8
3117,2573,38,166,9
3118,2574,37,189,9
3119,2575,38,158,9
3120,2576,39,129,7
3121,506,37,205,9
3122,2577,37,237,9
3123,419,36,255,10
3124,2578,37,133,9
3125,2579,13,231,33
3126,2580,13,228,35
3127,2581,40,136,9
3128,2582,10,194,37
3129,2583,39,248,10
3130,2584,39,172,9
3131,2585,44,128,9
3132,2586,38,138,9
3133,2587,37,163,9
3134,2588,37,137,9
3135,328,37,225,9
3136,2589,38,139,8
3137,292,38,170,9
3138,269,42,160,9
3139,77,40,200,9
3140,2590,43,192,9
3141,2591,37,179,9
3142,2592,37,143,9
3143,2593,38,218,9
3144,2005,14,204,34
3145,2594,39,164,9
3146,133,37,145,9
3147,2595,40,168,9
3148,2596,8,213,38
3149,2597,37,157,9
3150,2598,41,144,9
3151,2599,36,247,10
3152,2600,36,249,10
3153,2601,37,242,10
3154,2602,37,149,9
3155,2603,37,191,9
3156,2604,39,148,9
3157,489,39,180,9
3158,237,38,210,9
3159,2605,37,139,9
3160,273,37,155,9
3161,2606,14,153,32
3162,2607,12,154,35
3163,265,39,140,9
3164,2608,37,159,9
3165,2440,14,136,35
3166,2609,37,193,9
3167,200,37,185,9
3168,2610,38,198,9
3169,2611,37,169,9
3170,464,39,130,8
3171,2612,38,161,8
3172,146,38,250,9
3173,2613,37,209,9
3174,79,38,190,9
3175,2614,37,211,9
3176,2615,37,199,9
3177,2616,40,132,8
3178,2617,38,214,9
3179,2618,37,167,9
3180,2619,38,226,9
3181,344,37,165,9
3182,2620,37,187,9
3183,2621,38,178,9
3184,353,37,175,9
3185,2622,39,236,9
3186,2623,42,144,8
3187,2624,39,188,9
3188,2625,39,134,8
3189,2626,40,232,9
3190,2627,38,162,9
3191,2628,37,171,9
3192,2629,12,155,34
3193,1742,16,148,32
3194,2630,14,247,32
3195,2631,37,161,9
3196,2632,37,219,9
3197,2633,38,186,9
3198,2634,38,242,9
3199,2454,15,248,34
3200,2635,39,156,9
3201,2636,37,177,9
3202,2637,38,133,8
3203,2638,38,234,9
3204,2639,38,202,9
3205,2640,39,204,9
3206,2641,40,184,9
3207,2642,37,173,9
3208,184,38,135,8
3209,2643,41,176,9
3210,2644,37,183,9
3211,2086,17,216,32
3212,2645,38,194,9
3213,2646,39,244,9
3214,281,38,155,8
3215,176,38,230,9
3216,2647,37,203,9
3217,2648,39,158,8
3218,2649,14,174,33
3219,2535,13,168,36
3220,2650,42,224,9
3221,2651,37,221,9
3222,2652,39,196,9
3223,2653,38,182,9
3224,282,37,195,9
3225,2654,40,164,8
3226,2655,40,156,8
3227,2656,38,238,9
3228,2657,40,216,9
3229,2658,12,130,35
3230,2659,37,223,9
3231,2660,10,203,36
3232,2661,38,246,9
3233,2662,12,141,34
3234,2663,10,226,37
3235,2664,13,191,33
3236,2665,13,142,34
3237,2666,9,193,37
3238,2299,17,184,32
3239,2667,14,244,34
3240,248,40,140,8
3241,2668,41,152,8
3242,2669,39,228,9
3243,2670,38,163,8
3244,2671,37,253,9
3245,1061,40,130,7
3246,2581,41,170,6
3247,2672,41,131,5
3248,2673,39,213,7
3249,2674,39,153,7
3250,2675,43,168,6
3251,2650,43,140,5
3252,2676,46,128,5
3253,692,39,135,7
3254,2677,39,239,7
3255,2678,42,132,6
3256,2679,43,212,5
3257,2680,41,227,5
3258,2681,39,253,7
3259,2682,42,248,7
3260,1551,40,135,6
3261,2683,39,223,7
3262,2684,41,228,7
3263,503,42,200,7
3264,2685,45,192,7
3265,2686,42,148,6
3266,2687,39,131,7
3267,1350,40,230,7
3268,2688,41,244,7
3269,2689,40,151,6
3270,2690,39,241,7
3271,2691,40,173,6
3272,2692,44,144,6
3273,2693,40,159,6
3274,2694,41,142,6
3275,2695,44,224,7
3276,2583,40,155,6
3277,2459,41,190,6
3278,2696,41,252,7
3279,2697,40,189,6
3280,2698,39,249,7
3281,2190,41,130,6
3282,2699,40,211,6
3283,1690,39,215,7
3284,2700,41,138,6
3285,2701,39,167,7
3286,1360,44,160,7
3287,2702,41,137,5
3288,2703,46,136,1
3289,2704,38,221,8
3290,2705,45,224,6
3291,2706,39,163,7
3292,2707,39,198,8
3293,2708,40,202,7
3294,2709,42,156,6
3295,1762,43,240,7
3296,2710,40,218,7
3297,2711,41,134,6
3298,2712,39,211,7
3299,2713,39,181,7
3300,2714,41,232,8
3301,265,40,175,6
3302,2715,39,189,7
3303,2716,40,166,7
3304,2717,41,242,6
3305,2718,40,226,7
3306,2719,42,232,7
3307,2720,40,254,7
3308,2721,40,238,7
3309,2722,39,233,7
3310,2723,39,251,7
3311,2724,40,154,7
3312,2725,40,161,6
3313,2726,41,146,6
3314,2727,46,128,6
3315,2728,45,188,3
3316,2729,40,222,7
3317,1986,39,245,7
3318,2730,40,169,6
3319,2731,40,143,6
3320,2732,42,164,6
3321,2733,41,202,6
3322,2734,43,136,6
3323,2735,44,176,6
3324,2736,40,242,7
3325,2737,39,187,7
3326,2738,46,192,6
3327,2739,40,246,7
3328,2740,41,198,6
3329,2741,40,141,6
3330,2742,40,251,6
3331,2743,41,132,7
3332,2744,43,213,3
3333,2745,39,177,7
3334,2445,40,165,6
3335,2746,40,153,6
3336,2747,40,183,6
3337,2748,39,243,7
3338,2111,42,140,6
3339,2749,40,234,7
3340,2750,42,208,8
3341,590,43,160,8
3342,2751,45,128,8
3343,2752,39,154,8
3344,2753,13,227,33
3345,2754,13,146,34
3346,2755,15,142,32
3347,280,39,220,9
3348,2756,37,213,9
3349,2757,14,166,33
3350,2758,40,253,6
3351,2759,40,204,8
3352,1521,39,195,7
3353,2760,40,171,6
3354,2761,40,134,7
3355,2762,38,199,8
3356,2763,38,159,8
3357,2764,42,188,6
3358,2765,39,227,7
3359,2766,37,217,9
3360,1352,40,210,7
3361,1288,39,205,7
3362,2767,39,183,7
3363,2768,40,214,7
3364,348,38,215,8
3365,2769,40,182,7
3366,2770,41,223,5
3367,2771,39,203,7
3368,2772,39,207,7
3369,1303,39,185,7
3370,1331,39,155,7
3371,2773,39,229,7
3372,2774,41,148,7
3373,2775,39,219,7
3374,2776,41,178,6
3375,2777,38,193,8
3376,2598,42,180,6
3377,2778,41,147,5
3378,2240,40,145,6
3379,2779,39,191,7
3380,1349,41,220,7
3381,2780,39,197,7
3382,2781,38,197,8
3383,2782,40,133,6
3384,2783,39,202,8
3385,558,38,225,8
3386,895,41,140,7
3387,2784,39,142,8
3388,2089,39,235,7
3389,2785,39,157,7
3390,2786,39,193,7
3391,2787,41,236,7
3392,2788,39,169,7
3393,2789,39,201,7
3394,76,39,175,7
3395,2790,38,213,8
3396,1306,39,165,7
3397,2791,40,178,7
3398,3,40,150,7
3399,2792,40,206,7
3400,2793,40,131,6
3401,2794,39,234,8
3402,2795,41,206,6
3403,2796,41,164,7
3404,1346,41,180,7
3405,2797,40,129,6
3406,1309,40,170,7
3407,2798,11,151,35
3408,246,37,245,9
3409,2799,39,252,9
3410,2800,40,248,9
3411,65,37,255,9
3412,2801,41,168,8
3413,2802,40,148,8
3414,2803,41,136,8
3415,2804,39,138,8
3416,2805,37,197,9
3417,2806,38,254,9
3418,209,37,215,9
3419,2807,41,208,9
3420,2808,15,134,32
3421,2809,39,146,8
3422,2810,37,239,9
3423,2811,13,145,33
3424,2812,37,227,9
3425,2813,38,129,8
3426,2814,11,234,36
3427,2815,12,165,34
3428,2816,39,212,9
3429,2817,37,207,9
3430,2818,37,243,9
3431,2819,13,138,34
3432,2820,14,170,33
3433,2821,13,137,33
3434,2822,14,201,32
3435,2823,15,212,33
3436,2824,12,171,34
3437,2448,13,172,35
3438,2467,14,216,35
3439,2403,14,196,34
3440,2825,15,230,32
3441,2826,14,227,32
3442,2827,10,211,36
3443,2828,13,217,33
3444,1443,16,144,34
3445,2829,13,162,34
3446,2825,14,184,35
3447,2830,11,228,37
3448,2831,11,157,35
3449,2832,10,178,37
3450,2833,14,158,33
3451,2834,13,175,33
3452,2835,14,138,33
3453,2836,15,157,31
3454,2837,13,134,34
3455,2838,11,179,35
3456,2839,10,157,36
3457,2840,13,141,33
3458,2841,38,147,8
3459,2842,37,251,9
3460,2843,37,247,9
3461,2844,37,249,9
3462,99,39,150,8
3463,2845,38,141,8
3464,2846,38,222,9
3465,2847,38,153,8
3466,547,41,240,9
3467,2848,38,157,8
3468,2849,39,162,8
3469,2850,42,176,8
3470,2851,39,186,8
3471,2852,38,143,8
3472,2853,38,191,8
3473,2854,46,128,7
3474,2855,39,174,8
3475,2856,44,192,8
3476,2857,39,166,8
3477,2858,38,183,8
3478,2859,37,241,9
3479,2860,39,151,7
3480,505,38,165,8
3481,2861,38,173,8
3482,2862,44,168,5
3483,322,38,175,8
3484,2863,38,187,8
3485,2864,39,222,8
3486,142,39,170,8
3487,2865,39,139,7
3488,2866,38,169,8
3489,2867,39,147,7
3490,2868,39,149,7
3491,2869,39,182,8
3492,199,38,185,8
3493,2870,42,136,7
3494,2871,38,167,8
3495,2872,39,217,7
3496,2626,41,145,5
3497,2873,39,159,7
3498,2874,41,151,5
3499,2875,38,179,8
3500,2876,44,136,5
3501,359,39,225,7
3502,2877,38,253,8
3503,2878,38,231,8
3504,2879,40,162,7
3505,2880,39,247,7
3506,2881,40,203,6
3507,2882,40,149,6
3508,2883,42,204,6
3509,2884,41,172,7
3510,2885,40,177,6
3511,77,41,250,6
3512,2886,43,152,6
3513,2223,39,255,7
3514,2887,42,172,6
3515,2888,43,208,7
3516,2889,38,177,8
3517,2890,43,245,3
3518,2891,39,137,7
3519,2892,41,209,5
3520,2893,40,139,6
3521,2894,40,198,7
3522,331,39,230,8
3523,2895,40,188,8
3524,2896,41,204,7
3525,2897,39,161,7
3526,2898,38,189,8
3527,2899,40,137,6
3528,2900,41,216,8
3529,2901,39,237,7
3530,2902,41,162,6
3531,2903,40,217,6
3532,2643,42,220,6
3533,2904,40,197,6
3534,2905,39,209,7
3535,2906,41,186,6
3536,2907,40,213,6
3537,2908,41,149,5
3538,2909,42,198,5
3539,2910,39,199,7
3540,2911,40,167,6
3541,2912,40,209,6
3542,2913,13,178,34
3543,2914,13,230,34
3544,2915,15,182,32
3545,2916,12,209,34
3546,2917,10,217,36
3547,2918,38,171,8
3548,2919,41,154,6
3549,2920,41,194,6
3550,172,41,150,6
3551,2921,40,146,7
3552,2922,38,209,8
3553,2923,40,236,8
3554,1483,40,190,7
3555,2924,40,138,7
3556,605,38,255,8
3557,2925,38,249,8
3558,2926,43,176,7
3559,2927,38,203,8
3560,2928,42,184,7
3561,2929,41,188,7
3562,2930,42,168,7
3563,2931,42,152,7
3564,2932,39,221,7
3565,2933,38,229,8
3566,2934,41,184,8
3567,2935,40,227,6
3568,2936,41,212,7
3569,426,39,145,7
3570,2937,39,133,7
3571,2938,39,141,7
3572,2939,40,196,8
3573,2940,39,179,7
3574,2941,38,207,8
3575,2942,39,173,7
3576,2943,39,246,8
3577,316,41,200,8
3578,2944,39,231,7
3579,2945,17,252,31
3580,2946,10,221,36
3581,2367,14,132,34
3582,2114,16,208,34
3583,2300,15,184,34
3584,2947,14,202,33
3585,2458,13,152,36
3586,2948,12,221,34
3587,1789,15,156,33
3588,2949,12,161,34
3589,2950,12,147,34
3590,2951,12,201,34
3591,490,39,210,8
3592,2952,14,234,33
3593,2953,12,145,34
3594,2484,16,250,31
3595,2954,10,162,37
3596,2955,13,169,33
3597,2956,11,251,35
3598,2957,11,190,36
3599,2958,14,200,35
3600,2959,11,241,35
3601,2960,10,253,36
3602,2156,14,240,36
3603,2961,12,138,35
3604,2962,11,147,35
3605,2963,13,158,34
3606,2964,11,221,35
3607,2965,11,141,35
3608,2966,40,172,8
3609,2967,39,194,8
3610,2968,38,217,8
3611,2969,45,176,5
3612,2970,39,178,8
3613,2971,42,182,5
3614,2972,42,166,5
3615,2973,42,212,6
3616,2974,42,134,5
3617,2975,41,234,6
3618,2976,40,163,6
3619,2977,38,239,8
3620,2978,44,152,5
3621,2979,40,247,6
3622,668,40,220,8
3623,2980,41,157,5
3624,2981,41,161,5
3625,2982,41,156,7
3626,2,40,250,7
3627,2983,42,216,7
3628,2984,46,192,5
3629,2616,41,165,5
3630,2985,41,182,6
3631,2986,41,153,5
3632,2987,43,148,5
3633,2988,41,183,5
3634,2989,40,174,7
3635,2990,45,142,2
3636,2991,41,196,7
3637,2160,16,160,35
3638,2992,8,241,38
3639,2993,40,212,8
3640,2635,40,195,6
3641,2994,41,218,6
3642,2995,40,252,8
3643,2996,40,244,8
3644,2997,41,159,5
3645,2998,39,214,8
3646,2999,40,181,6
3647,3000,40,157,6
3648,3001,40,194,7
3649,3002,40,186,7
3650,2276,14,168,35
3651,302,40,180,8
3652,478,38,195,8
3653,3003,38,233,8
3654,3004,39,238,8
3655,3005,38,219,8
3656,3006,38,181,8
3657,3007,43,224,8
3658,1611,18,224,33
3659,3008,15,231,31
3660,3009,13,254,34
3661,3010,11,249,35
3662,3011,11,139,35
3663,3012,16,252,32
3664,3013,10,169,36
3665,3014,11,243,35
3666,3015,12,190,35
3667,3016,5,145,41
3668,2160,15,128,38
3669,3017,14,226,33
3670,3018,11,211,35
3671,123,39,190,8
3672,3019,39,143,7
3673,3020,43,144,7
3674,3021,39,218,8
3675,248,41,175,5
3676,2640,40,255,6
3677,3022,43,216,6
3678,3023,44,162,3
3679,3024,38,201,8
3680,3025,10,247,36
3681,3026,13,155,33
3682,3027,13,163,33
3683,2641,41,230,6
3684,3028,39,254,8
3685,3029,38,227,8
3686,3030,41,141,5
3687,3031,41,174,6
3688,3032,46,224,5
3689,3033,12,227,34
3690,3034,10,147,36
3691,3035,8,209,38
3692,3036,38,223,8
3693,3037,14,183,32
3694,2958,15,250,32
3695,3038,13,244,35
3696,3039,12,173,34
3697,1744,14,188,34
3698,3040,9,155,37
3699,3041,10,141,36
3700,3042,12,170,35
3701,3043,9,231,37
3702,1444,19,192,33
3703,3044,11,183,35
3704,3045,11,207,35
3705,3046,11,201,35
3706,3047,16,212,32
3707,2107,17,136,32
3708,3048,11,187,35
3709,3049,14,222,33
3710,162,39,250,8
3711,3050,40,142,7
3712,3051,40,158,7
3713,3052,40,231,6
3714,3053,41,133,5
3715,3054,43,132,5
3716,3055,41,189,5
3717,3056,42,174,5
3718,3057,41,217,5
3719,3058,42,186,5
3720,3059,41,139,5
3721,3060,41,233,5
3722,3061,40,229,6
3723,3062,42,244,6
3724,3063,42,142,5
3725,3064,41,203,5
3726,3065,40,191,6
3727,3066,42,237,4
3728,3067,41,129,5
3729,3068,40,187,6
3730,3069,42,228,6
3731,3070,42,236,6
3732,302,41,225,5
3733,2803,42,170,5
3734,3071,43,138,4
3735,3072,42,146,5
3736,3073,44,232,5
3737,3007,44,140,4
3738,3074,41,193,5
3739,2966,41,215,5
3740,3075,42,138,5
3741,547,42,150,5
3742,3076,40,147,6
3743,3077,40,249,6
3744,3078,40,201,6
3745,3079,43,232,6
3746,3080,41,201,5
3747,3081,45,146,2
3748,2585,45,160,6
3749,3082,38,247,8
3750,500,42,240,8
3751,2590,44,240,6
3752,3083,7,222,40
3753,3084,12,174,35
3754,898,38,245,8
3755,3085,14,137,32
3756,3086,11,206,36
3757,2099,16,248,33
3758,3087,14,217,32
3759,3088,14,198,33
3760,3089,10,237,36
3761,2341,13,144,37
3762,3090,41,248,8
3763,3091,39,242,8
3764,3092,38,243,8
3765,3093,41,254,6
3766,3094,39,171,7
3767,3095,44,208,6
3768,2584,40,215,6
3769,3096,44,158,3
3770,3097,41,246,6
3771,3098,41,166,6
3772,3099,43,184,6
3773,2657,41,135,5
3774,3100,42,154,5
3775,3101,46,144,4
3776,3102,43,157,3
3777,3103,43,249,3
3778,3104,42,158,5
3779,2800,41,155,5
3780,3105,41,226,6
3781,3106,38,211,8
3782,3107,40,228,8
3783,3108,40,207,6
3784,3109,40,243,6
3785,108,38,205,8
3786,3110,12,169,34
3787,3111,11,210,36
3788,3112,10,180,38
3789,2545,12,188,36
3790,3113,10,173,36
3791,1960,16,216,33
3792,3114,12,225,34
3793,2237,14,172,34
3794,3115,13,255,33
3795,3116,38,251,8
3796,3117,42,226,5
3797,3118,40,223,6
3798,3119,41,214,6
3799,3120,44,154,3
3800,3121,40,199,6
3801,2624,40,235,6
3802,3122,42,141,4
3803,3123,12,205,34
3804,3124,11,200,38
3805,3125,40,179,6
3806,3126,40,193,6
3807,3127,44,216,5
3808,3128,13,194,34
3809,922,38,235,8
3810,3129,39,226,8
3811,2483,15,208,35
3812,3130,13,193,33
3813,3131,11,161,35
3814,3132,13,219,33
3815,3133,13,150,34
3816,3134,11,244,37
3817,3135,11,198,36
3818,2267,16,176,34
3819,2009,17,240,33
3820,3136,12,183,34
3821,3137,5,154,42
3822,3138,13,229,33
3823,3139,9,158,38
3824,3140,11,217,35
3825,2353,14,140,34
3826,3141,8,131,38
3827,3142,42,234,5
3828,3143,41,191,5
3829,316,42,250,5
3830,3144,41,213,5
3831,2890,42,196,6
3832,3145,10,191,36
3833,3146,13,226,34
3834,3147,41,158,6
3835,3148,45,144,5
3836,3149,11,250,36
3837,2116,16,232,33
3838,3150,38,241,8
3839,2256,14,164,34
3840,3151,13,211,33
3841,3152,9,161,37
3842,3153,10,134,37
3843,3154,9,213,37
3844,3155,13,157,33
3845,3156,8,173,38
3846,1994,17,192,35
3847,2055,15,180,33
3848,3157,42,246,5
3849,2604,40,185,6
3850,3158,40,239,6
3851,3159,9,175,37
3852,2815,11,132,37
3853,3160,6,147,40
3854,3161,12,159,34
3855,3162,13,131,33
3856,1834,15,152,34
3857,3163,13,246,34
3858,3164,14,134,33
3859,1967,17,128,36
3860,3165,9,195,37
3861,3166,12,212,36
3862,3167,10,137,36
3863,3168,11,215,35
3864,3169,10,149,36
3865,3170,14,154,33
3866,3171,44,148,4
3867,3172,41,249,5
